20 350
20 8 478
6 12 418
8 13 67
19 11 252
1 19 207
1 3 45
6 9 233
7 18 103
20 3 434
1 7 36
17 3 195
20 7 250
6 1 83
1 5 181
19 15 217
2 9 370
4 15 271
16 4 466
5 15 318
17 15 327
15 16 498
8 10 65
15 4 62
10 12 410
19 2 189
12 18 11
12 8 261
10 11 412
2 18 210
6 4 224
10 5 250
15 11 239
5 13 28
5 8 188
3 17 109
17 20 432
18 13 402
6 16 99
20 17 297
19 17 214
13 10 59
14 20 342
7 17 147
7 10 171
10 2 486
6 13 336
10 18 72
9 5 377
7 3 442
17 18 190
2 13 104
5 20 268
16 6 389
11 14 433
4 12 131
19 8 218
2 6 191
13 11 65
12 4 446
7 5 83
18 4 216
7 19 317
13 5 197
16 1 108
14 7 483
20 5 372
3 14 419
7 4 331
9 8 4
18 10 175
9 3 307
6 2 1
14 19 432
3 18 375
14 17 405
18 17 331
20 13 6
11 20 284
12 7 122
13 18 481
17 9 303
19 18 302
11 5 373
17 5 451
12 5 459
11 18 121
12 6 329
20 10 235
16 14 239
4 18 406
14 18 240
14 13 309
7 12 160
16 11 217
8 12 309
8 19 493
13 6 113
15 2 249
19 5 98
12 2 460
13 1 82
9 15 293
17 7 106
20 9 101
5 14 389
15 7 227
14 2 243
17 8 316
16 10 218
14 6 89
19 3 66
19 20 364
20 15 220
5 10 132
1 18 412
4 10 155
1 16 412
9 2 286
10 8 166
12 15 413
16 9 470
19 1 70
2 11 3
2 1 24
19 9 349
20 16 166
15 19 335
15 13 3
4 19 182
8 9 127
5 11 472
10 1 446
18 9 444
19 6 67
3 15 456
8 15 260
4 9 161
5 1 362
12 10 266
3 6 260
4 13 166
2 16 108
13 9 137
9 1 317
1 12 420
11 13 1
11 10 277
8 20 149
13 20 110
14 4 339
19 14 291
17 19 272
3 20 363
7 13 30
17 16 342
3 8 186
19 16 14
10 3 232
17 2 476
3 1 78
7 15 323
3 7 211
16 7 99
7 6 344
8 5 115
12 20 350
8 11 15
1 6 42
4 5 278
8 18 233
13 7 371
15 18 46
16 15 147
1 10 87
20 11 281
12 17 400
11 7 471
13 19 492
10 20 430
10 9 416
14 10 385
9 10 111
8 17 131
15 3 248
1 2 171
16 18 241
18 19 115
8 6 1
17 14 295
2 8 102
14 8 458
5 7 384
4 11 21
6 15 209
5 19 70
13 3 72
2 17 376
20 19 64
8 1 279
10 17 431
9 4 429
18 5 445
19 10 334
1 20 129
14 11 269
13 16 47
2 3 256
13 4 182
3 12 268
11 1 488
8 2 94
15 20 169
17 4 297
14 16 66
20 18 209
20 14 67
5 2 195
15 6 174
20 12 221
4 17 189
2 7 276
1 15 231
6 8 76
9 12 471
4 6 35
13 17 12
16 13 239
7 8 143
13 12 234
2 14 479
3 13 487
13 2 73
17 10 493
1 13 24
10 13 30
7 1 176
10 6 133
11 17 354
15 12 135
3 9 477
16 2 388
12 11 63
6 5 42
4 16 133
7 11 381
9 20 252
11 2 436
14 1 226
8 3 495
4 7 222
18 6 216
11 4 79
19 4 58
3 19 214
6 7 267
4 3 447
7 16 493
6 18 46
5 12 372
10 4 500
20 2 108
7 20 379
18 20 236
17 11 416
3 11 334
12 3 482
2 20 401
9 19 495
17 6 465
6 19 398
3 4 29
6 11 15
6 10 372
17 1 133
2 5 407
9 14 13
2 10 149
10 16 30
5 9 52
16 8 138
3 16 340
5 16 174
9 11 462
7 2 167
2 12 343
1 8 326
11 16 9
14 3 456
18 2 174
2 19 407
4 20 9
5 3 210
19 12 101
18 11 315
15 17 388
8 7 106
20 1 413
16 19 482
6 3 370
3 2 472
14 5 129
8 4 336
7 9 232
18 12 168
9 6 482
18 15 418
12 16 169
4 8 281
20 6 228
1 9 278
12 9 333
6 20 363
9 17 130
14 12 72
5 18 323
16 17 24
20 4 27
1 17 326
9 13 76
16 12 481
18 3 236
19 7 178
6 14 136
18 14 404
15 14 29
8 14 39
4 1 405
2 15 65
12 13 152
11 6 150
16 5 187
3 5 385
19 13 448
8 16 385
11 15 89
12 14 217
11 12 134
9 7 458
9 16 254
11 3 322
18 1 194
10 7 209
17 12 433
13 14 252
15 5 371
2 4 70
13 8 272
15 8 445
15 1 87
4 2 439
