30 800
14 24 132
14 5 281
9 30 149
4 27 45
11 10 369
18 5 492
20 12 29
28 24 24
29 4 432
8 6 253
12 5 488
1 19 55
4 3 15
18 12 366
17 10 377
20 30 413
19 22 100
11 21 309
8 15 400
8 23 199
23 18 409
30 24 27
11 17 350
29 3 188
5 25 215
1 24 20
3 30 213
26 21 350
19 25 170
17 22 69
25 8 178
19 15 377
19 7 249
2 26 225
2 5 430
16 11 181
19 10 150
7 18 446
4 25 353
11 14 55
11 30 430
12 30 317
25 15 200
23 17 38
10 7 42
13 30 294
1 20 151
12 15 243
1 30 232
12 10 230
10 16 165
17 26 268
27 11 371
19 4 394
10 9 468
11 19 139
24 22 11
10 4 479
27 15 95
23 16 458
1 17 309
11 5 228
21 4 382
21 11 423
11 25 146
19 11 190
14 6 133
5 4 399
3 9 312
1 7 58
23 28 500
10 23 59
29 17 500
23 1 39
8 10 103
3 21 296
3 18 203
13 4 313
22 8 430
9 29 102
16 14 236
5 21 440
30 22 369
9 3 25
15 7 43
13 23 434
19 6 400
16 10 376
16 22 166
15 2 8
13 22 453
30 21 46
22 27 139
2 29 218
25 10 2
24 3 499
18 2 8
27 13 56
29 5 165
26 24 410
17 9 180
26 18 117
6 18 126
27 28 126
25 4 499
21 14 154
21 10 29
6 13 490
30 4 275
12 28 119
7 10 323
28 18 83
5 28 130
22 20 22
12 14 27
18 9 294
13 2 73
14 20 278
6 15 422
15 18 209
22 3 312
11 20 259
9 20 300
30 6 390
4 24 415
12 8 157
2 4 445
12 6 390
19 21 88
2 30 175
4 18 23
10 18 209
12 9 29
8 22 336
15 8 472
18 27 33
24 18 273
19 14 208
8 24 283
23 22 490
28 3 418
6 22 485
21 1 462
28 21 167
5 29 70
30 17 431
14 12 95
3 8 305
3 14 152
5 23 315
12 16 333
3 28 292
20 18 88
11 18 389
12 20 101
1 21 294
5 27 80
6 3 189
25 12 478
28 13 224
4 22 337
16 18 48
7 2 362
22 18 176
25 24 176
16 28 163
21 5 288
29 18 499
26 19 103
14 25 18
22 5 40
27 19 370
10 8 396
15 12 478
14 8 140
13 26 65
4 26 287
24 15 431
1 26 479
1 3 317
17 13 106
4 11 358
3 7 112
28 14 89
21 9 227
23 29 83
4 20 33
16 27 432
6 29 446
8 4 491
10 11 434
4 16 211
26 10 408
16 25 238
22 4 345
2 27 101
11 9 233
26 27 183
21 28 283
3 17 186
14 4 454
3 24 79
1 16 235
7 8 476
24 16 199
23 3 348
28 11 352
14 30 155
16 5 49
14 18 217
25 9 257
18 10 325
12 25 36
20 13 353
25 28 233
24 30 184
20 9 96
15 6 398
16 7 231
17 23 27
27 29 393
3 23 363
22 11 463
21 27 184
20 19 294
26 15 2
30 13 425
26 8 308
18 21 148
26 6 149
19 26 290
6 9 91
27 12 412
19 5 225
22 2 112
9 5 92
4 28 120
19 17 486
15 5 454
11 8 455
13 18 401
14 27 179
28 16 296
27 14 344
20 16 90
24 25 95
8 27 350
2 12 271
16 20 472
24 20 100
21 23 29
13 27 192
28 5 320
16 23 77
30 20 10
13 25 263
15 14 362
3 1 209
22 30 276
9 22 405
6 30 21
1 5 249
15 22 66
23 10 15
17 18 58
21 25 227
30 12 479
9 27 476
2 7 437
15 4 292
26 22 23
17 2 368
20 23 45
21 13 239
5 18 270
7 24 281
19 30 335
10 27 228
5 26 470
5 9 220
13 14 349
1 8 384
25 27 390
28 27 436
18 16 308
4 6 298
29 2 272
10 17 476
15 26 58
7 15 280
9 16 252
25 22 437
9 6 241
14 21 375
5 15 28
3 2 408
4 7 257
20 8 319
18 19 83
22 23 351
2 3 300
1 22 116
26 17 478
1 15 237
4 5 476
10 5 322
7 29 34
26 3 490
23 9 458
6 26 81
13 8 421
15 21 28
20 17 418
12 18 301
10 12 273
2 16 365
5 13 373
15 27 43
2 15 102
20 21 365
29 22 282
10 21 267
30 9 417
13 20 235
7 14 273
20 22 137
22 28 180
5 3 436
24 23 393
17 3 39
30 14 406
8 12 137
17 5 472
14 2 226
19 9 313
8 25 203
5 30 302
9 18 266
29 20 102
29 27 476
2 21 232
10 1 106
15 1 138
6 27 301
27 10 137
15 28 222
6 14 272
22 19 193
15 25 263
15 24 139
8 28 367
2 11 470
7 25 129
9 28 413
7 26 377
3 6 245
18 8 184
6 11 18
3 25 313
30 11 196
23 4 394
19 1 248
23 25 76
15 13 101
13 12 156
23 8 461
8 29 281
26 25 345
16 2 24
13 1 50
7 9 356
25 6 190
12 22 337
3 5 63
2 13 197
14 28 462
8 21 426
19 18 270
11 26 498
15 23 302
24 14 262
27 30 241
6 28 404
26 9 77
5 7 366
20 26 468
15 20 399
19 2 38
14 15 451
22 12 400
8 30 415
19 3 179
28 17 182
22 25 468
27 16 252
18 29 70
2 18 330
29 14 483
30 18 190
28 19 96
24 26 57
20 10 91
11 6 198
23 27 355
8 19 403
30 3 197
21 19 426
8 5 388
17 4 334
4 9 403
9 23 459
20 6 279
28 22 139
10 20 94
13 11 312
27 8 159
1 28 356
30 1 316
1 4 457
25 13 187
21 16 73
13 5 402
7 27 371
14 11 244
1 10 366
18 23 461
7 19 29
22 6 62
27 7 175
3 20 54
20 24 172
24 10 334
25 23 194
2 24 168
29 28 253
19 23 426
8 11 26
15 30 379
12 11 58
28 26 437
28 25 361
17 21 182
6 24 55
22 15 158
2 20 407
5 6 289
2 25 448
5 12 338
3 22 45
6 4 93
30 19 57
14 29 5
5 1 84
29 1 398
24 2 104
20 3 420
25 19 425
29 16 15
21 15 291
7 30 32
29 21 236
24 5 277
29 25 5
6 19 263
15 16 315
6 5 469
8 2 348
5 16 125
4 15 247
10 14 331
18 6 65
27 23 115
21 8 497
8 17 437
27 17 78
25 21 466
6 23 191
29 10 383
3 12 88
24 29 255
26 23 85
20 2 98
17 30 308
20 7 447
30 25 189
12 4 421
11 13 250
1 9 392
9 24 41
17 7 233
24 1 384
20 15 392
22 21 105
18 30 305
12 24 11
6 16 228
20 14 462
13 29 381
18 15 105
20 29 83
4 30 358
8 16 164
27 6 340
23 26 137
19 27 9
24 17 310
1 23 317
8 18 134
15 3 460
23 6 187
25 17 298
27 18 208
6 1 262
29 11 110
7 13 441
25 11 438
1 25 477
15 11 256
10 15 236
1 18 241
13 3 390
16 30 154
8 20 473
11 23 299
26 13 3
22 10 17
6 10 381
28 23 298
24 13 206
27 9 205
22 24 470
29 12 465
16 13 358
2 9 375
12 17 257
28 10 75
7 11 35
7 22 490
2 10 205
18 28 4
18 14 290
20 27 331
26 29 171
16 8 200
13 7 473
14 7 381
4 21 370
5 22 206
11 3 453
30 27 225
17 8 179
30 29 390
10 22 98
5 17 139
20 4 309
15 17 121
17 11 470
12 2 362
28 6 361
14 17 267
22 1 56
12 26 351
7 3 211
13 21 250
11 12 226
8 7 160
13 19 478
1 27 178
2 19 353
3 13 378
22 9 361
30 8 335
11 28 41
20 25 126
9 11 194
12 13 234
5 8 159
2 28 46
24 21 331
14 26 283
9 4 309
7 20 188
30 2 128
18 20 166
19 8 465
4 14 269
4 10 300
8 1 92
23 11 260
16 12 256
25 3 495
5 19 327
25 7 191
22 13 102
30 28 140
23 24 12
25 30 431
29 6 236
23 21 149
26 7 465
16 1 142
17 29 255
11 16 155
8 13 43
7 21 321
9 17 148
22 29 404
29 26 302
29 24 91
26 1 6
4 17 466
24 27 105
28 1 167
4 2 293
21 22 464
18 26 420
29 8 8
2 1 277
17 12 88
3 16 470
17 25 465
18 1 200
6 20 186
24 7 458
11 22 87
28 2 99
26 2 106
9 25 218
27 20 251
17 16 140
23 2 411
9 26 453
1 11 153
9 19 331
16 9 320
8 3 120
11 15 31
11 2 426
8 9 185
21 20 194
14 10 150
16 17 75
22 14 431
