10 75
5 7 149
4 6 335
3 10 484
9 6 343
3 5 454
8 4 262
9 3 385
5 3 12
7 10 421
7 2 74
1 6 154
9 1 363
1 3 435
6 3 439
6 9 217
7 5 99
4 3 191
10 5 216
8 9 341
5 6 51
4 9 465
3 6 447
9 7 344
2 8 30
9 8 467
3 1 125
2 7 5
1 2 433
10 3 332
1 4 98
2 3 210
6 7 427
2 1 324
10 9 167
1 9 98
9 2 26
8 6 261
10 4 478
5 8 226
7 8 5
8 7 324
7 3 474
7 1 257
6 1 203
2 5 458
10 7 268
2 9 289
8 10 159
2 4 26
3 7 45
4 1 492
3 4 327
7 6 114
1 8 267
10 8 163
3 8 90
10 2 211
5 1 487
1 7 461
7 4 13
8 3 328
10 6 322
4 5 420
4 7 194
7 9 309
6 10 303
5 9 117
8 5 193
4 8 165
2 10 86
4 2 1
9 10 352
9 5 349
2 6 434
10 1 298
