50 2400
32 26 424
8 37 455
1 39 244
7 42 328
39 31 403
24 18 188
20 31 444
48 6 249
38 1 212
42 32 135
19 16 177
27 36 493
42 24 348
32 5 125
37 14 78
1 20 26
1 29 23
3 39 215
2 8 479
38 35 452
50 39 414
21 4 200
16 24 414
49 4 306
43 36 332
33 34 142
6 44 398
2 27 26
8 26 339
17 6 270
3 28 97
40 37 259
10 1 324
16 42 15
47 16 297
44 41 436
29 19 207
44 48 303
25 33 260
27 49 175
26 19 438
37 5 291
49 28 118
22 45 71
7 40 294
19 4 395
25 7 367
45 9 436
31 2 49
43 8 236
17 13 163
41 19 242
50 1 67
24 28 245
9 19 243
40 43 93
16 29 378
4 17 374
45 39 364
19 30 67
20 44 438
23 10 262
32 18 375
46 47 204
18 8 475
1 43 215
36 38 176
43 11 96
35 25 13
28 43 278
28 19 49
16 23 354
45 48 271
7 32 48
30 47 10
24 45 144
26 32 332
18 49 267
3 46 59
17 40 20
8 23 231
6 26 491
14 9 423
22 50 394
42 44 442
13 24 394
7 37 86
46 3 284
39 5 495
19 42 447
25 4 370
11 30 2
23 38 74
20 2 146
11 14 442
1 42 38
45 3 73
46 14 411
37 49 262
41 44 204
33 37 318
13 3 108
12 34 398
33 10 481
10 33 1
38 11 487
25 44 232
17 44 385
2 5 354
36 21 171
20 23 196
41 50 464
34 49 306
34 47 414
38 18 78
33 25 281
38 33 228
25 30 209
35 47 91
5 46 65
18 16 352
30 43 279
20 47 127
47 49 338
8 20 158
5 35 59
46 20 202
28 34 487
6 11 334
14 36 44
11 36 219
26 50 183
14 15 33
26 2 394
29 6 137
2 40 293
33 50 489
15 41 395
34 40 206
5 14 22
29 22 371
10 11 147
24 8 324
4 28 261
17 19 352
50 31 227
48 49 244
47 10 302
28 20 23
5 50 3
50 3 52
24 11 434
47 5 24
42 29 335
49 35 38
45 43 363
41 18 450
5 22 67
47 41 487
42 14 44
33 48 394
24 35 251
17 43 408
50 2 16
25 34 316
39 32 50
27 33 145
19 38 474
50 6 335
4 43 81
15 33 499
3 31 428
10 5 15
38 21 61
30 36 164
12 43 395
43 21 272
49 17 132
18 41 138
30 8 46
32 48 75
11 40 325
21 9 112
11 2 90
47 39 348
14 38 12
41 20 223
11 35 460
18 21 74
20 8 80
21 37 60
1 21 29
29 39 359
6 3 13
46 24 480
15 40 247
5 32 374
40 47 458
36 32 423
41 14 428
10 14 189
29 37 412
13 50 18
11 28 126
38 31 216
8 9 184
37 34 245
7 45 135
43 46 430
16 33 209
18 33 227
18 46 426
8 22 249
31 41 419
44 18 383
15 12 170
49 1 99
29 35 388
23 1 463
36 43 136
27 20 414
29 40 274
35 45 181
26 4 25
27 25 368
9 28 208
3 43 312
28 6 322
12 18 246
8 38 306
48 10 103
25 8 375
12 30 424
11 18 19
13 2 399
32 22 85
19 14 446
9 40 149
27 29 231
41 3 407
28 50 227
11 12 340
31 22 349
45 2 101
